video_id,video_path,signs_detected,signwriting,translation,full_text,duration,fps,time_total_ms,time_pose_extraction_ms,time_segmentation_ms,time_transcription_ms,time_translation_ms,status,error
jEMv5qYrQQU-00:07:42.394-00:07:57.177,/work3/s235253/openaslcropped/jEMv5qYrQQU-00:07:42.394-00:07:57.177.mp4,1,M500x500S36d00479x467S36d00480x536S15d31512x517S15d39473x517,welfare,welfare,17.76,25.0,23413.06,22290.42,30.61,899.8,13.57,success,
yH_kzYMc0dE-00:01:30.760-00:01:39.719,/work3/s235253/openaslcropped/yH_kzYMc0dE-00:01:30.760-00:01:39.719.mp4,1,M500x500S36d00479x467S1dc04504x489S1dc0c478x489,lord,lord,10.76,25.0,14211.21,13244.44,20.66,820.5,15.82,success,
Ct-0LgiwtBs-00:04:50.579-00:04:53.000,/work3/s235253/openaslcropped/Ct-0LgiwtBs-00:04:50.579-00:04:53.000.mp4,0,,,,2.92,25.0,3738.89,3699.35,8.57,0.0,0.0,success,
cfrSyaoWMl0-00:06:09.920-00:06:24.079,/work3/s235253/openaslcropped/cfrSyaoWMl0-00:06:09.920-00:06:24.079.mp4,1,M500x500S36d00479x473S37607477x474S20331497x474S26607496x473,slave,slave,17.0,25.0,22427.4,21241.94,27.19,974.19,11.41,success,
0JWnUGQrtIs-00:04:45.579-00:05:04.600,/work3/s235253/openaslcropped/0JWnUGQrtIs-00:04:45.579-00:05:04.600.mp4,0,,,,22.84,25.0,28618.62,28340.95,37.57,0.0,0.0,success,
fQLaFTniURg-00:06:26.600-00:06:33.420,/work3/s235253/openaslcropped/fQLaFTniURg-00:06:26.600-00:06:33.420.mp4,3,M500x500S15d30489x466S15d30489x466S20600503x489|M500x500S36d00479x473S37601478x474S20332473x478S20332473x485S20500473x485S20500473x473|M500x500S36a00482x477S18000511x512S18000510x512S18000510x512,helpful|feelings|Feb0uary,helpful feelings Feb0uary,8.2,25.0,11350.74,10327.29,16.51,873.71,49.56,success,
8y54C5UiktI-00:04:32.019-00:04:32.740,/work3/s235253/openaslcropped/8y54C5UiktI-00:04:32.019-00:04:32.740.mp4,0,,,,0.88,25.0,1154.77,1136.24,5.96,0.0,0.0,success,
zViz5q_jppE-00:06:20.012-00:06:25.619,/work3/s235253/openaslcropped/zViz5q_jppE-00:06:20.012-00:06:25.619.mp4,1,M500x500S15030489x473S15030480x473S22a04510x510S22a04510x510,wanted,wanted,13.48,25.0,17795.49,16836.14,23.41,788.93,13.0,success,
dATJBSktK3w-00:11:58.279-00:12:00.820,/work3/s235253/openaslcropped/dATJBSktK3w-00:11:58.279-00:12:00.820.mp4,2,M500x500S30000482x483S30004482x483S14400489x519S14400489x489S20500511x512|M500x500S30007482x482S1dc01510x497S20600467x481,Conceive|simple,Conceive simple,3.08,25.0,4842.62,3820.6,8.55,951.78,27.79,success,
FSTcHQ4yBbw-00:02:31.781-00:02:32.120,/work3/s235253/openaslcropped/FSTcHQ4yBbw-00:02:31.781-00:02:32.120.mp4,0,,,,0.36,25.0,244.09,242.03,0.0,0.0,0.0,error,Too few frames (9). Need at least 10.
0QgDWB3M47g-00:08:57.919-00:09:09.659,/work3/s235253/openaslcropped/0QgDWB3M47g-00:08:57.919-00:09:09.659.mp4,7,M500x500S36d00479x467S1dc04504x489S1dc0c489x503|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500509x473S20500473x489|M500x500S36d00479x467S1dc04504x467S1dc0c489x489S20500511x489|M500x500S30000482x483S30004482x483S20600514x512|M500x500S36d00479x467S1dc04504x489S1dc0c489x503|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489|M500x500S30000482x483S30004482x483S22a04511x525S22a04511x525,lord|toilet|2nd|easy|lord|2nd|sweet,lord toilet 2nd easy lord 2nd sweet,14.08,25.0,18783.42,17355.46,25.2,1163.81,87.06,success,
1c1aGRdDYB8-00:10:14.620-00:10:30.828,/work3/s235253/openaslcropped/1c1aGRdDYB8-00:10:14.620-00:10:30.828.mp4,3,M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489,lord|2nd|lord,lord 2nd lord,19.44,25.0,25212.67,24109.56,30.75,839.0,41.15,success,
D9HR4q0vbwE-00:24:20.750-00:24:24.253,/work3/s235253/openaslcropped/D9HR4q0vbwE-00:24:20.750-00:24:24.253.mp4,6,M500x500S20330482x477S20330510x482S20600466x474|M500x500S15030510x463S15030480x463S2b704510x489|M500x500S36d00479x481S15d04503x503S15d04503x503S26500509x503|M500x500S30000482x483S30004482x483S1ed00503x489S26504519x489S20500520x489S20500468x489|M500x500S36d00479x473S37601477x474S20331477x474S26507509x473|M500x500S36d00479x473S37601477x474S20331477x474S22a07509x474S22a07484x512,work|want|past|Turkey|Scotland|coerce,work want past Turkey Scotland coerce,3.36,25.0,5297.74,4148.99,9.23,1027.02,74.16,success,
cfrSyaoWMl0-00:07:00.560-00:07:10.639,/work3/s235253/openaslcropped/cfrSyaoWMl0-00:07:00.560-00:07:10.639.mp4,0,,,,12.12,25.0,15278.1,15127.53,23.35,0.0,0.0,success,
iFAIfRLaB64-00:05:16.399-00:05:23.000,/work3/s235253/openaslcropped/iFAIfRLaB64-00:05:16.399-00:05:23.000.mp4,12,M500x500S36d00479x480S15d33510x497S20600467x484|M500x500S15030507x478S15038473x482S27100536x507S27114440x507|M500x500S36d00479x480S20332473x503S20332473x503S26500519x489S26500545x489S26500545x489|M500x500S33100482x483S10000494x489S20600465x489|M500x500S30000482x483S20600514x472S15d30510x474|M500x500S36d00479x467S15d31516x467S20600489x467|M500x500S15030510x474S15030474x474S26600512x474S26600512x474|M500x500S36d00479x473S37605473x474S20333473x489S20339473x489S20500473x489S20500473x489|M500x500S36d00479x480S15d31511x505S20500510x474S22a04510x503|M500x500S36d00479x473S37601477x474S20331477x474S22a07509x474S22a07483x512|M500x500S30007482x483S20600514x474S20600520x474|M500x500S30000482x483S30004482x483S20600519x518,companion|gossip|open(drawer)|nose|hen|Friend|want|feelings|poverty|slave|mental|easy,companion gossip open(drawer) nose hen Friend want feelings poverty slave mental easy,6.36,25.0,9748.57,8111.21,13.07,1392.73,162.94,success,
4ZWZaCaywiE-00:08:42.659-00:08:50.559,/work3/s235253/openaslcropped/4ZWZaCaywiE-00:08:42.659-00:08:50.559.mp4,7,M500x500S15030510x463S15030480x463S2b704510x489|M500x500S36d00479x467S1dc04467x489S1dc0c519x489S20500519x489S20500473x489|M500x500S36a00482x477S18000512x518S20600467x518|M500x500S30000482x482S1dc00497x473S20600489x519|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489S2050007p482S20500477x473|M500x500S36d00479x473S37601477x474S20331477x474S22a07482x477|M500x500S36d00479x473S37605479x473S37605473x474S36d00479x504S20332473x489S20500473x489,want|2nd|fullofcovering|lesbian|toilet|slack|elbow,want 2nd fullofcovering lesbian toilet slack elbow,9.48,25.0,13021.81,11670.75,18.08,1133.82,99.6,success,
j2iRHiIYtTg-00:03:26.573-00:03:30.342,/work3/s235253/openaslcropped/j2iRHiIYtTg-00:03:26.573-00:03:30.342.mp4,2,M500x500S15d30489x466S15d38482x467S20600503x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489S20500511x489,learn|2nd,learn 2nd,4.52,25.0,6627.39,5670.76,10.52,860.36,36.28,success,
B0jTPtxw3WA-00:08:30.639-00:08:33.039,/work3/s235253/openaslcropped/B0jTPtxw3WA-00:08:30.639-00:08:33.039.mp4,3,M500x500S36a00482x477S18000511x512S18000511x526S26604511x526|M500x500S36a00482x477S18000516x529S18000511x526|M500x500S36d00479x467S1dc04526x467S20500519x473S20500509x473S20500482x489S26504519x489,todepart|Feb0uary|capitalcity,todepart Feb0uary capitalcity,2.88,25.0,4461.65,3516.81,9.23,860.8,44.66,success,
DGinIoH2fiE-00:00:38.676-00:00:42.920,/work3/s235253/openaslcropped/DGinIoH2fiE-00:00:38.676-00:00:42.920.mp4,0,,,,5.12,25.0,6440.68,6374.02,12.4,0.0,0.0,success,
hL_kvMHjvag-00:06:04.360-00:06:13.360,/work3/s235253/openaslcropped/hL_kvMHjvag-00:06:04.360-00:06:13.360.mp4,13,M500x500S30000482x483S30004482x483S20600519x489|M500x500S30000482x483S20330488x488S20600466x474|M500x500S20330482x477S20330482x482S20600466x474|M500x500S30000482x482S20600489x474S20600489x474|M500x500S15030510x474S15030474x474S20600474x512|M500x500S2ff00482x483S10000473x488S20500473x474S2df04503x489|M500x500S33100482x482S10000520x489S20600520x474|M500x500S30000482x483S20600489x470|M500x500S36d00479x467S1dc01503x458S1dc01503x458S1dc09482x507S20500482x482S20500482x482S20500482x482|M500x500S33b00482x482S16d30520x497S16d30520x497S16d38463x498|M500x500S30000482x483S20600489x470S15d30489x470|M500x500S36d00479x473S37601477x474S20331477x474S22a04509x512|M500x500S15030510x463S15030474x480S22a04510x497S22a04510x510,easy|grandmother|work|Paraguayan|want|serious|nose|pat0ol|SIL2007|drink|hen|embrace|wanted,easy grandmother work Paraguayan want serious nose pat0ol SIL2007 drink hen embrace wanted,10.8,25.0,15192.85,13459.88,19.36,1431.45,172.93,success,
D9HR4q0vbwE-00:16:12.053-00:16:15.557,/work3/s235253/openaslcropped/D9HR4q0vbwE-00:16:12.053-00:16:15.557.mp4,3,M500x500S36d00479x473S37601478x474S20331497x473S26507528x473|M500x500S15030510x463S15030480x463S2b704510x489|M500x500S15030507x478S15030480x478S22a04510x510S22a04510x510,Scotland|want|heavy,Scotland want heavy,3.4,25.0,5191.06,4254.68,9.53,843.75,42.11,success,
yYYYXAAbH7A-00:03:59.781-00:04:00.949,/work3/s235253/openaslcropped/yYYYXAAbH7A-00:03:59.781-00:04:00.949.mp4,3,M500x500S33b00482x483S16d32520x498S16d32520x497S20500520x497S20500465x498|M500x500S36d00479x473S37601478x474S20332473x478S2033a473x485S20500473x473S20500473x473S26503528x478|M500x500S30000482x483S30004482x483S20600520x473,Master'sdeg0ee|football|easy,Master'sdeg0ee football easy,1.16,25.0,2404.39,1443.33,6.2,871.17,65.4,success,
AcOCIO6Yvho-00:01:49.733-00:02:00.120,/work3/s235253/openaslcropped/AcOCIO6Yvho-00:01:49.733-00:02:00.120.mp4,2,M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S36d00479x467S1dc04503x489S1dc0c478x489S26504507x489S26504507x489,lord|slip,lord slip,10.0,25.0,13464.99,12431.9,18.79,865.09,41.49,success,
8Pgz-GaUC6M-00:12:01.553-00:12:29.081,/work3/s235253/openaslcropped/8Pgz-GaUC6M-00:12:01.553-00:12:29.081.mp4,0,,,,26.44,25.0,33396.46,33090.18,44.48,0.0,0.0,success,
BVrZ2mPsdS0-00:12:04.707-00:12:15.457,/work3/s235253/openaslcropped/BVrZ2mPsdS0-00:12:04.707-00:12:15.457.mp4,0,,,,10.32,25.0,13091.95,12964.07,20.48,0.0,0.0,success,
0HzztPiFelY-00:03:23.411-00:03:42.430,/work3/s235253/openaslcropped/0HzztPiFelY-00:03:23.411-00:03:42.430.mp4,3,M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S33100482x483S10000489x503S20600466x503|M500x500S36d00479x467S1dc04503x489S1dc0c478x489S20500503x489S20500503x489,lord|nose|toilet,lord nose toilet,18.24,25.0,23910.73,22755.34,29.41,896.19,47.3,success,
dZQp7OeNINo-00:00:35.335-00:00:43.810,/work3/s235253/openaslcropped/dZQp7OeNINo-00:00:35.335-00:00:43.810.mp4,5,M500x500S36d00479x480S15032480x497S20600463x497|M500x500S36d00479x480S20300479x503S20300519x489S26500545x504S26510545x504|M500x500S30000482x483S30004482x483S20600519x489|M500x500S36d00479x467S1dc04503x489S1dc0c478x489S20500509x489|M500x500S15030507x480S15038473x480S27100536x507S27114438x507,Sport|st0ong|easy|2nd|gossip,Sport st0ong easy 2nd gossip,10.16,25.0,13929.82,12761.31,18.95,976.42,64.72,success,
FqVslwH0lNU-00:01:06.640-00:01:18.859,/work3/s235253/openaslcropped/FqVslwH0lNU-00:01:06.640-00:01:18.859.mp4,0,,,,14.68,25.0,18520.15,18339.99,25.38,0.0,0.0,success,
j2iRHiIYtTg-00:08:08.855-00:08:21.000,/work3/s235253/openaslcropped/j2iRHiIYtTg-00:08:08.855-00:08:21.000.mp4,23,M500x500S30000482x483S30004482x483S10000498x513S20500509x474S20500482x489|M500x500S15030507x478S15030480x478S20600463x509|M500x500S30000482x483S30004482x483S20600520x473|M500x500S30000482x483S30004482x483S20600520x473|M500x500S36d00479x480S20332473x503S20332473x503S20500473x489|M500x500S30000482x483S1dc00497x489S20500482x489|M500x500S15030507x478S15030480x478S22a04507x507S22a14480x507|M500x500S30000482x483S30004482x483S20600519x489|M500x500S15030507x478S15030480x473S2b704510x507|M500x500S36d00479x467S1dc04503x489S1dc0c478x489S20500511x489S20500511x489|M500x500S36d00479x467S1dc04510x490S1dc0c478x489S20500510x497S20500510x512|M500x500S36d00479x467S1dc04504x480S1dc0c478x507S20500S20500p511S20500p473S20500p489|M500x500S36d00479x467S20332503x489S2033a482x489S26502528x489S26516458x489S26512460x489S21100536x489S21100453x489|M500x500S36d00479x481S15d04503x478S15d04489x503|M500x500S30000482x483S30004482x483S20600525x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489|M500x500S36a00482x477S1ed32504x529S1ed3a482x526S22a04519x560S22a14473x558|M500x500S15d30489x466S15d38482x467S20600503x489|M500x500S15030507x478S15030480x478S20600472x496|M500x500S15030510x463S15030480x463S2b704510x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489S20500511x489|M500x500S30000482x483S30004482x483S22a04511x526S22a04511x525|M500x500S36d00479x467S1dc04503x489S1dc0c478x489S20500511x489S20500511x489S20500473x489,quiet|want|easy|easy|football|sibling|heavy|easy|wanted|toilet|toilet|lord|jacket|past|easy|2nd|gi0affe|learn|weak|want|2nd|Philadelphia|toilet,quiet want easy easy football sibling heavy easy wanted toilet toilet lord jacket past easy 2nd gi0affe learn weak want 2nd Philadelphia toilet,14.56,25.0,20505.56,18083.92,24.89,1964.97,289.37,success,
ixq65EiuJ_c-00:02:31.180-00:02:33.979,/work3/s235253/openaslcropped/ixq65EiuJ_c-00:02:31.180-00:02:33.979.mp4,0,,,,3.36,25.0,4161.03,4115.63,10.06,0.0,0.0,success,
D9HR4q0vbwE-00:23:23.734-00:23:29.615,/work3/s235253/openaslcropped/D9HR4q0vbwE-00:23:23.734-00:23:29.615.mp4,8,M500x500S36d00479x473S37601477x474S20331477x473S26507509x473|M500x500S36d00479x475S15d33510x497S20600467x484|M500x500S15030507x478S15038473x482S27100536x507S27114440x507|M500x500S36d00479x473S37601478x474S20331473x478S20339473x489S20500473x489S20500473x489|M500x500S30000482x482S20600489x470S15d30503x482|M500x500S33b00482x483S15d31504x478S15d39473x503|M500x500S36d00479x467S1dc04504x480S1dc0c478x507S22a04507x507S22a04507x507S22a14480x507|M500x500S36d00479x475S15d31517x478S15d39473x478S20500509x473S20500473x473,Scotland|companion|gossip|feelings|hen|Welcome|holiday|fatigued,Scotland companion gossip feelings hen Welcome holiday fatigued,5.68,25.0,8504.68,7251.74,13.56,1070.92,110.47,success,
CjWTln_pa2E-00:11:34.720-00:11:50.879,/work3/s235253/openaslcropped/CjWTln_pa2E-00:11:34.720-00:11:50.879.mp4,0,,,,19.4,25.0,24175.97,23951.83,31.93,0.0,0.0,success,
zPiE-DdEphM-00:03:49.528-00:03:56.802,/work3/s235253/openaslcropped/zPiE-DdEphM-00:03:49.528-00:03:56.802.mp4,0,,,,8.76,25.0,11059.47,10952.65,17.86,0.0,0.0,success,
FqVslwH0lNU-00:08:14.699-00:08:24.180,/work3/s235253/openaslcropped/FqVslwH0lNU-00:08:14.699-00:08:24.180.mp4,0,,,,11.4,25.0,14316.53,14174.94,21.09,0.0,0.0,success,
EiPus06oKy0-00:04:56.079-00:05:07.740,/work3/s235253/openaslcropped/EiPus06oKy0-00:04:56.079-00:05:07.740.mp4,3,M500x500S36d00479x465S1dc04504x467S1dc0c489x489S20500511x489S20500511x489|M500x500S36d00479x467S1dc04467x480S1dc0c510x497S26504510x497|M500x500S36d00479x473S37605478x473S15d31516x473S2b705510x497,toilet|slip|biography,toilet slip biography,14.0,25.0,18363.59,17304.39,23.13,840.71,42.72,success,
CvlyhtXd9e8-00:05:41.507-00:05:42.975,/work3/s235253/openaslcropped/CvlyhtXd9e8-00:05:41.507-00:05:42.975.mp4,0,,,,1.44,25.0,1795.25,1770.75,7.37,0.0,0.0,success,
dATJBSktK3w-00:12:13.019-00:12:14.663,/work3/s235253/openaslcropped/dATJBSktK3w-00:12:13.019-00:12:14.663.mp4,0,,,,2.0,25.0,2555.23,2522.37,7.0,0.0,0.0,success,
yH_kzYMc0dE-00:11:22.960-00:11:33.919,/work3/s235253/openaslcropped/yH_kzYMc0dE-00:11:22.960-00:11:33.919.mp4,8,M500x500S36d00479x467S36d00479x528S15032473x458S15032511x463S26500526x463S26500545x463|M500x500S36d00479x473S37601474x473S15d39473x474S20331512x473S22b07519x473|M500x500S15030510x463S26604510x497|M500x500S36d00479x467S36d00479x530S1dc0c519x473S26504519x489S26504526x489S26514463x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S36d00479x473S37601478x473S15d31489x473S20600467x473|M500x500S30000482x483S30004482x483S20600519x489|M500x500S30000482x483S30004482x483S20600520x473,life|backpack|want|slip|lord|cough|easy|easy,life backpack want slip lord cough easy easy,13.16,25.0,17772.41,16400.64,23.58,1111.7,104.01,success,
CUIp1T0qhWs-00:00:05.964-00:00:08.307,/work3/s235253/openaslcropped/CUIp1T0qhWs-00:00:05.964-00:00:08.307.mp4,0,,,,2.28,25.0,2812.11,2779.95,8.02,0.0,0.0,success,
zCjNh65JKWs-00:10:10.679-00:10:25.419,/work3/s235253/openaslcropped/zCjNh65JKWs-00:10:10.679-00:10:25.419.mp4,1,M500x500S36d00479x467S36d00479x530S20332473x467S21600519x473,sc0atch,sc0atch,17.72,25.0,23278.02,22183.36,31.72,865.63,17.39,success,
8y54C5UiktI-00:02:10.516-00:02:13.240,/work3/s235253/openaslcropped/8y54C5UiktI-00:02:10.516-00:02:13.240.mp4,7,M500x500S30000482x482S20600489x470S15d32489x482|M500x500S30007482x483S20600504x470S20600503x473|M500x500S36d00479x465S15032473x467S15032473x516S20600509x532|M500x500S36a00482x477S18000512x512S18000509x529S20600509x532|M500x500S36a00482x477S18000512x512S18000503x512S18008473x512S20500509x512S20500509x512|M500x500S36a00482x477S18000503x512S18001503x512S18009473x512S20500496x526|M500x500S33100482x482S19a00489x520S20600520x503,hen|mental|Argentina|fullofcovering|Feb0uary|Feb0uary|rhinoceros,hen mental Argentina fullofcovering Feb0uary Feb0uary rhinoceros,3.28,25.0,5351.35,4078.48,9.87,1106.92,115.26,success,
5V9VcrKqap0-00:06:05.750-00:06:26.291,/work3/s235253/openaslcropped/5V9VcrKqap0-00:06:05.750-00:06:26.291.mp4,7,M500x500S15030510x474S15030478x476S20600472x512|M500x500S36d00479x473S37601478x473S15d31489x473S26903504x503|M500x500S15030478x473S15030480x473S2b704510x503|M500x500S30000482x483S20600519x489S20600463x489|M500x500S36d00479x473S37601477x474S20331512x475S20339473x475S20500504x517|M500x500S36d00479x480S15032473x503S15032473x484S26500509x473|M500x500S36d00479x467S1dc04504x489S1dc0c478x489,want|passing|wanted|Paraguayan|Squeeze|want|lord,want passing wanted Paraguayan Squeeze want lord,24.64,25.0,32246.01,30748.01,36.91,1122.03,97.86,success,
D9HR4q0vbwE-00:12:50.101-00:12:52.897,/work3/s235253/openaslcropped/D9HR4q0vbwE-00:12:50.101-00:12:52.897.mp4,0,,,,2.72,25.0,3438.46,3401.65,8.85,0.0,0.0,success,
G3zfes_ZL5U-00:08:53.298-00:09:05.211,/work3/s235253/openaslcropped/G3zfes_ZL5U-00:08:53.298-00:09:05.211.mp4,1,M500x500S36d00479x467S15d04503x478S15d0c478x478S22a04503x489S22a04503x489,pocket,pocket,11.44,25.0,15473.42,14453.45,20.69,864.57,15.54,success,
g6dL_64oZ3Y-00:02:57.879-00:03:06.159,/work3/s235253/openaslcropped/g6dL_64oZ3Y-00:02:57.879-00:03:06.159.mp4,20,M500x500S30000482x483S30004482x483S20600520x470|M500x500S30000482x483S30004482x483S20600514x474|M500x500S30007482x482S30004482x482S20500495x472S20500495x472S20500495x472S20500495x472S22a04503x489|M500x500S30007482x483S22a04466x482S22a04466x466S21100483x466S21100521x490|M500x500S30004482x483S20600514x515S10a20497x519|M500x500S30007482x483S30004482x483S20600514x472|M500x500S30004482x483S1f520498x514S20600472x532|M500x500S15030510x463S15030474x480S22a04510x497S22a04510x510|M500x500S15030510x463S15030476x480S22a04510x497S22a04510x497|M500x500S30007482x483S1dc01510x497S20600504x472|M500x500S36d00479x480S20332473x510S20332511x510S26502536x507|M500x500S36d00479x473S37605473x473S37605473x474S36d00480x511S20332512x510S20332473x510|M500x500S36d00479x472S20332511x478S20332511x478S26502544x507|M500x500S36d00479x465S36d00479x529S20332511x465S20332511x463S20500511x463S20500477x473S26500511x480S26510478x511|M500x500S30007482x482S30007482x482S20500507x472S20500507x472S20500507x472S26504518x507S26514465x507S20310520x489S20318463x489|M500x500S36d00479x467S36d00479x529S20332512x517S2033a473x517S20500511x517S20500473x517S22a07536x480S22a11458x480|M500x500S30007482x482S20500507x472S20500507x472S20500507x472S20500507x472S26504525x497S26514463x507|M500x500S36d00479x467S36d00479x531S20332511x457S2033a473x457S22a04510x480S22a04510x480S22a14510x480|M500x500S36d00479x473S37605473x474S20332473x469S2033a473x470S20500473x473S20500473x473S22b03518x507S22b15467x507|M500x500S36d00479x480S16d32513x498S16d3a463x498S26502536x498S26516457x498S20500485x498S20500480x481,easy|easy|parents|regret|Finland|mental|yesterday|wanted|heavy|simple|drawer|muscle|drawer|jacket|boat|jacket|SIL2007|backpack|spend|member,easy easy parents regret Finland mental yesterday wanted heavy simple drawer muscle drawer jacket boat jacket SIL2007 backpack spend member,9.96,25.0,14693.49,12349.47,18.1,1965.14,269.17,success,
ey3i9jNcat4-00:03:05.099-00:03:07.580,/work3/s235253/openaslcropped/ey3i9jNcat4-00:03:05.099-00:03:07.580.mp4,3,M500x500S33b00482x482S16d30520x497S16d30520x497S16d38463x498S20500520x497S26510465x498|M500x500S30000482x482S1dc00497x472S20600489x512|M500x500S36d00479x467S1dc04504x489S1dc0c489x503,can|lesbian|lord,can lesbian lord,2.4,25.0,3902.21,2973.83,7.81,860.08,34.58,success,
B7ovyGxt_xk-00:04:50.740-00:04:54.740,/work3/s235253/openaslcropped/B7ovyGxt_xk-00:04:50.740-00:04:54.740.mp4,4,M500x500S15030510x463S15030480x463S2b704510x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489|M500x500S33100482x483S1dc00520x489S20600520x489|M500x500S36d00479x467S20332503x489S20332489x489S20600489x463,want|2nd|Latin|Note,want 2nd Latin Note,3.84,25.0,5753.5,4766.73,10.52,876.22,59.37,success,
cfrSyaoWMl0-00:01:38.480-00:01:48.959,/work3/s235253/openaslcropped/cfrSyaoWMl0-00:01:38.480-00:01:48.959.mp4,0,,,,12.6,25.0,15796.92,15644.35,22.84,0.0,0.0,success,
d-0NivWQG98-00:06:18.620-00:06:23.819,/work3/s235253/openaslcropped/d-0NivWQG98-00:06:18.620-00:06:23.819.mp4,0,,,,6.24,25.0,8008.4,7929.82,13.48,0.0,0.0,success,
CjWTln_pa2E-00:08:28.959-00:09:06.000,/work3/s235253/openaslcropped/CjWTln_pa2E-00:08:28.959-00:09:06.000.mp4,10,M500x500S36d00479x467S15d30526x489S15d30519x489S20600467x489|M500x500S36d00479x467S15d31516x467S20600489x467|M500x500S36d00479x467S20331S20331S20339p458S20331S203373fS2033fS20337p477|M500x500S15d30489x466S15d38480x466S20600503x489|M500x500S36d00479x480S15030517x480S15030510x474S15030480x474|M500x500S36d00479x467S36d00480x536S15d31517x512S15d39473x517|M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S30000482x483S1dc00497x489S20500482x477|M500x500S36d00479x467S15d31511x478S15d39473x478S22a04511x507S22a04511x507S22a04512x507|M500x500S36d00479x480S15032473x480S15032473x510S22a04511x510,bottom|Friend|shoulders|learn|poor|welfare|lord|sibling|young-(situation)|upset,bottom Friend shoulders learn poor welfare lord sibling young-(situation) upset,44.48,25.0,57481.46,55343.91,67.45,1472.11,152.8,success,
2Wsw0KI-yQg-00:20:05.708-00:20:08.208,/work3/s235253/openaslcropped/2Wsw0KI-yQg-00:20:05.708-00:20:08.208.mp4,0,,,,2.4,25.0,3005.55,2970.65,7.74,0.0,0.0,success,
fTpH5m4OTw4-00:11:35.945-00:11:38.905,/work3/s235253/openaslcropped/fTpH5m4OTw4-00:11:35.945-00:11:38.905.mp4,1,M500x500S15030474x473S15030480x473S2b704509x497,want,want,2.84,25.0,4434.93,3577.39,8.94,803.17,13.55,success,
7MO4gEUj6v0-00:06:27.839-00:06:37.120,/work3/s235253/openaslcropped/7MO4gEUj6v0-00:06:27.839-00:06:37.120.mp4,7,M500x500S36d00479x473S15d31517x478S15d39473x478S36d00480x512S20603511x512|M500x500S36d00479x473S37601477x474S20331504x517S2b700509x507S2b710472x507|M500x500S36d00479x467S1dc04504x426S1dc0c478x426S20500509x473S20500509x473S20500509x473|M500x500S36d00479x463S16d40554x463S16d48540x463S26504557x463S26514438x522|M500x500S33b00482x482S10e30513x503|M500x500S36d00479x467S36d00479x530S15032516x457S15032516x457S26507540x473S26507540x473|M500x500S36a00482x477S18000511x512S18000510x512S18000510x526,difficulty|cemetery|goalkeeper|bus|alternatefingermovement|Tiger|Feb0uary,difficulty cemetery goalkeeper bus alternatefingermovement Tiger Feb0uary,8.92,25.0,12538.96,11131.0,16.81,1188.51,107.97,success,
2Wsw0KI-yQg-00:00:24.832-00:00:31.332,/work3/s235253/openaslcropped/2Wsw0KI-yQg-00:00:24.832-00:00:31.332.mp4,0,,,,6.24,25.0,7972.42,7889.37,14.62,0.0,0.0,success,
EiPus06oKy0-00:05:07.740-00:05:17.839,/work3/s235253/openaslcropped/EiPus06oKy0-00:05:07.740-00:05:17.839.mp4,9,M500x500S30000482x483S1dc00488x489S20500504x474|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489|M500x500S30000482x483S1dc00497x489S20500482x477|M500x500S36d00479x473S37601477x474S20331477x474S22a07509x497|M500x500S30000482x483S30004482x483S10000485x467S20500511x489|M500x500S30000482x483S30004482x483S10000485x473S20500498x520S22a04520x489|M500x500S15030510x474S15030480x474S20600474x512|M500x500S33100482x483S1dc00497x489S20600466x489|M500x500S36d00479x473S37601478x474S20331489x474S22a00510x478,sibling|2nd|sibling|slave|Germany|promise|wish|Latin|embrace,sibling 2nd sibling slave Germany promise wish Latin embrace,12.12,25.0,16532.73,15034.5,20.98,1236.77,114.94,success,
CUIp1T0qhWs-00:11:55.172-00:12:07.934,/work3/s235253/openaslcropped/CUIp1T0qhWs-00:11:55.172-00:12:07.934.mp4,5,M500x500S36d00479x467S1dc04504x489S1dc0c489x489|M500x500S36d00479x473S37605479x473S15d30519x473S20600467x473|M500x500S36a00482x477S18000512x512S20600467x512|M500x500S15030478x476S15030504x478S20600503x489|M500x500S36a00482x477S18000512x512S18001512x512S18009473x512,lord|daughter|fullofcovering|want|Feb0uary,lord daughter fullofcovering want Feb0uary,12.24,25.0,16416.04,15198.13,21.8,996.02,73.76,success,
7JF1onKatVI-00:03:51.039-00:03:52.759,/work3/s235253/openaslcropped/7JF1onKatVI-00:03:51.039-00:03:52.759.mp4,0,,,,1.68,25.0,957.38,941.69,12.64,0.0,0.0,success,
