video_id,translation,num_frames,error,frame_extraction_time,spatial_feature_time,motion_feature_time,inference_time,total_time,translation_en
ca4QRwcn6Bg-00:00:58.420-00:01:03.560,es gibt zahlreiche turbulences im südwesten örtliche turbulence.,124.0,,0.026,6.567,12.773,3.107,22.64,there are numerous turbulences in the southwestern local turbulence.
20L1KcP9Zeo-00:10:04.580-00:10:14.039,a virulent pollen drüben während e programmed programmed programmed programmed programmed finanzielle échanges drüben. während e programmed programmed programmed,284.0,,0.048,15.815,33.252,4.042,53.314,a virulent pollen over while e programmed programmed programmed programmed programmed financial échanges over. while e programmed programmed programmed
fQLaFTniURg-00:05:21.120-00:05:32.079,hohen pfalz höhe während el südöstlich der elbe schott ganz linied linied linied linied linied linied linied linied linied linied linied ,329.0,,0.059,16.237,33.458,4.004,53.933,high phalz height while el southeast of the elbe scaffold whole lineed lineed lineed lineed lineed lineed lineed lineed lineed lineed
1c1aGRdDYB8-00:00:34.350-00:00:36.130,ander aus den hohen len bis schott.,54.0,,0.016,2.805,4.236,2.051,9.261,Other from the high len to the bulky.
G34h0hn3T5k-00:13:29.307-00:13:32.977,es ändert sich täglich an diesem wetter aber es ändert sich kaum.,88.0,,0.019,4.322,8.33,1.805,14.637,it changes daily at this weather but it hardly changes.
gdVQKVcjBO8-00:01:10.480-00:01:14.480,der südostwind legt morgen bei ostwärts und richtung südost.,120.0,,0.025,6.173,12.069,2.425,20.868,the south-east wind sets tomorrow at eastward and south-east.
7xpeNMA_H30-00:04:24.779-00:04:30.620,es gibt lubrication also es gibt lubrication in küstennähe es gibt lubrication in thüringen es gibt lubrication in thüringen es gibt lubrication in thür,176.0,,0.036,9.203,18.331,3.996,31.726,there is lubrication also there is lubrication near the coast there is lubrication in Thuringia there is lubrication in Thuringia there is lubrication in Thuringia
fLZ-ZLa67AI-00:09:12.240-00:09:13.779,es gibt ein freundliches wetter auf jeden fall.,47.0,,0.013,2.282,3.399,1.733,7.577,there is a friendly weather definitely.
4ZWZaCaywiE-00:07:11.019-00:07:19.860,etabliert es in vielen landesteilen et s ändert sich fast täglich die wetterlage et  gibt es fast überall nooks und nooks wetterbars et wetterwarnungen,265.0,,0.047,13.728,28.577,3.991,46.516,established in many parts of the country et s changes almost daily weather conditions et there are almost everywhere nooks and nooks weatherbars et weather warnings
FV4HBtRL89c-00:04:00.574-00:04:14.128,es geht unalterable los in dieser wetterlage unalterable es ändert sich fast überall es ändert sich immer wieder es ändert sich fast überall es ändert sich es gibt raus wet,326.0,,0.056,16.918,34.448,4.001,55.58,it's going unalterable in this weather situation unalterable it changes almost everywhere it changes over and over it changes almost everywhere it changes there is out wet
dATJBSktK3w-00:09:13.740-00:09:27.440,"eath, eath, eath, eath, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe",411.0,,0.071,22.899,45.188,4.091,72.421,"eath, eath, eath, eath, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe"
7CyI8OaIPEg-00:07:51.105-00:07:53.180,in den nächsten tagen es gibt ihnen noch diesen starken wetterdienst.,50.0,,0.015,9.148,4.78,1.738,15.833,in the next days there will still be this strong weather service.
zIAjjFnDhNg-00:00:34.880-00:00:36.179,es hält sich unter hochdruckeinfluss.,39.0,,0.014,2.355,2.859,1.248,6.625,it is under high pressure influence.
B7ovyGxt_xk-00:00:57.012-00:01:00.460,es gibt es viele wasserholes im südosthof süddfalen süddfalen süddfalen süddfalen süddfalen s,83.0,,0.021,4.686,9.102,4.059,18.027,there are many waterholes in south-east farm south-dfalen south-dfalen south-dfalen south-dfalen south-dfalen s
5udliYZHcX4-00:03:34.131-00:03:35.549,in den nächsten tagen daran ändert sich das wetter erstmal.,43.0,,0.016,2.536,3.813,1.987,8.505,in the next few days the weather will change first.
B0jTPtxw3WA-00:01:16.620-00:01:20.359,eassböen gibt es fast überall in böen kühlt es sich auf jeden fall.,113.0,,0.159,7.431,12.172,2.632,22.573,Eassböen is almost everywhere in boeen it cools down in any case.
4ZWZaCaywiE-00:09:13.019-00:09:14.539,e squirmt von südost in sweden aus südost.,46.0,,0.023,2.494,3.608,1.817,8.094,e squirmt from south-east in Sweden from south-east.
zViz5q_jppE-00:07:34.954-00:07:41.060,wechselhaftes wetter mit sylen latte und grüne ochtonen schritte in schritte schritte schritte schritte schritte schritte schritte schritte schritte schritte schritte ,366.0,,0.066,24.708,45.497,4.016,74.462,changeable weather with sylen latte and green ochtons steps in steps steps steps steps steps steps steps steps steps steps steps steps steps
ildCQTeV-3U-00:07:30.324-00:07:36.706,es gibt so viele knolle knolle die gibt es so viele knolle zwischen diesen hohen circuten hohen circuten hohen circuten hohen circuten hohen circuten hohen circut,154.0,,0.031,9.143,18.154,4.099,31.595,there are so many knolls knolls that there are so many knolls between these high circuten high circuten high circuten high circuten high circuten high circut
0JWnUGQrtIs-00:04:00.580-00:04:15.180,ungemütliches ungemütliches ungemütliches ungemütliches ungemütliches ungemütliches ungemütliches ungemütliches ungemütliches,438.0,,0.077,28.039,52.917,4.071,85.281,uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable
j2iRHiIYtTg-00:06:32.024-00:06:36.762,es weht mit blüten stürmischen böen wind richtung ostseeküste wind blüten richtung ostseeküste wind blüten richtung ostseeküste wind blü,142.0,,0.029,7.454,16.171,4.034,27.848,it blows with flowers stormy gusts wind direction east sea coast wind blossom direction east sea coast wind blossom direction east sea coast wind bloom
D9HR4q0vbwE-00:02:56.550-00:03:06.227,tiefer luftdruckeinfluss auf osteuropa sorgt für turbulence in den landesteilen europas das wechselhafte wetter mit turbulence und turbulence.,233.0,,0.043,12.265,25.457,3.18,41.103,deep air pressure influence on eastern Europe ensures turbulence in the parts of Europe the changeable weather with turbulence and turbulence.
cfrSyaoWMl0-00:00:08.599-00:00:09.960,es war ein freundliches wetprogramme ich wünsche ihnen einen schönen abend mit den sicherheitspolitischen  spannungen.,41.0,,0.013,2.053,3.415,2.309,7.962,it was a friendly wetprogramm I wish you a nice evening with the security tensions.
FmuUP-ysNRY-00:10:38.671-00:10:52.619,e änder sich während e e ändert. e änder sich an den observable observable observable observable observable observable observable observable observable observable observable observable observable observ,419.0,,0.07,22.446,44.909,4.062,71.646,e changes during e e changes. e changes in the observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observ
iinVA9KHGpg-00:02:06.993-00:02:25.812,lutet pollut nebulula lute pollula pollula pollula pollula pollula pollula pollula pollula pollula pol,565.0,,0.118,32.711,63.017,4.012,100.031,lutet pollut nebulula lute pollula pollula pollula pollula pollula pollula pollula pollula pollula pol
FND2JfzngVY-00:05:30.040-00:05:32.399,jut a e jut e jut e jut e jut e jut e jut. e jut. e jut e jut e jut. e jut,71.0,,0.019,4.431,5.957,4.006,14.584,jut a e jut e jut e jut e jut e jut e jut e jut. e jut. e jut e jut e jut e jut e jut
ALW91e6WPTU-00:01:39.665-00:01:43.537,ostsee gibt es im südwesten örtlich mit blen sturmböen und sturmböen.,93.0,,0.02,5.003,8.61,2.565,16.36,ostsee is located in the south west with blen turmböen and turmböen.
FCcLqY-Nezo-00:05:04.540-00:05:15.519,der wetter wird wieder frischer und es ändert sich vor allem in frankreich an osteuropa denn diese luft hat noch überfinanțat es gibt es an ostsee an ostsee an ostsee an ostsee an,330.0,,0.057,18.28,33.93,3.995,56.423,the weather is getting fresher again and it changes especially in France to eastern Europe because this air still has overfinanțat there is at eastern lake at eastern lake at eastern lake at eastern lake at eastern lake at
cunzvS3XRX4-00:05:45.595-00:05:49.432,die folge unwetterwarnungen des deutschen wetterdienstes.,92.0,,0.02,5.308,8.583,2.447,16.53,the consequence of severe weather warnings of the German weather service.
cunzvS3XRX4-00:09:19.015-00:09:28.317,es gibt viele verschiedene landschaften verschiedene landschafts hier sehen hier landschafts hier landschafts hier landschafts hier landschafts hier landschafts hier landschafts hier landschafts hier landschafts hier landschafts hier landschafts hier landschafts hier landschafts,224.0,,0.041,13.29,25.82,3.995,43.301,there are many different landscapes different landscapes here see landscapes here landscapes here landscapes here landscapes here landscapes here landscapes here landscapes here landscapes here landscapes here landscapes
EiPus06oKy0-00:10:09.340-00:10:13.419,südfärt aus diesen hohen mittel-hohen hohen mittelhohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen,123.0,,0.031,7.22,14.097,4.002,25.508,from these high medium high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high
DOJ2vhDD7Gg-00:06:02.759-00:06:06.790,"in den nächsten tagen in den nächsten tagen ин,,,,,,,,,,,,,,,, ",121.0,,0.026,7.234,13.771,4.011,25.216,"in the next days in the next days ин,,,,,,,,,,,,,,,,,,"
G34h0hn3T5k-00:11:19.595-00:11:31.190,ungepräligt ungepräligt ungeprägt ungeprägt ungeprägt ungeprägt ungepräkt ungepräkt ungepräkt ungepräkt unge,279.0,,0.048,16.485,32.511,3.998,53.198,unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated unimpregnated
4JYInRUHjlY-00:05:18.000-00:05:32.490,"institut für biologie et nica, institut für biologie et nicoscopia institut für biologie et verwaltung et nicoscopia institut für biologie et entwicklung et",435.0,,0.074,23.368,51.606,4.052,79.276,"institute for biology et nica, institute for biology et nicoscopia institute for biology et administration et nicoscopia institute for biology et development et"
20L1KcP9Zeo-00:00:13.500-00:00:15.599,"e europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, ",63.0,,0.016,3.53,5.637,4.014,13.351,"e europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa"
zj71SOX9oCo-00:19:13.040-00:19:17.915,flüsse die hohen stälern aus flüsse aus südost bis südost.,117.0,,0.026,6.945,11.661,2.054,20.845,flows the high valleys from rivers from south-east to south-east.
BLVDbsj7Xo4-00:02:17.137-00:02:21.265,e e änder sich fast nichts von unwetterwarnungen des deutschen wetterdienst.,99.0,,0.021,5.409,9.609,1.807,17.013,almost nothing changed from the severe weather warnings of the German weather service.
8kr8G6TzCbM-00:01:36.930-00:01:41.802,es widikt es widikt es widikt es widikt es widikt es widikt es widikt es widik,147.0,,0.03,8.491,15.573,4.073,28.331,it widikt it widikt it widikt it widikt it widikt it widikt it
fKp-LcL_C0g-00:01:13.689-00:01:22.689,es gibt diesen hohen grad werte im südwesten werte werte um e e werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte ,270.0,,0.052,15.298,28.323,3.993,47.828,there are these high degree values in the south west values values by e e values values values values values values values values values values values values values values values values values values values values values values values values
ixq65EiuJ_c-00:01:47.159-00:01:47.959,es gibt viele blicks.,24.0,,0.011,1.22,1.763,0.944,4.09,There are many eyes.
5V9VcrKqap0-00:00:27.125-00:00:45.875,e l                             ,562.0,,0.089,29.494,61.121,4.03,94.912,e l
FCcLqY-Nezo-00:06:54.699-00:07:03.100,es gibt so viele nebel punkte in den nebel punkte die nebel punkte die nebel punkte die nebel punkte die nebel punkte die nebel punkte die nebel punkte die,252.0,,0.046,13.405,27.46,3.991,45.064,there are so many nebula points in the nebula points the nebula points the nebula points the nebula points the nebula points the nebula points the nebula points the
0av-wKimT9Q-00:01:59.040-00:02:02.480,e océan widt sich während eithrétische luft détend.,104.0,,0.024,5.578,11.221,1.641,18.621,e océan dedicates itself during eithrétic air détend.
zCjNh65JKWs-00:00:14.560-00:00:17.280,es bläst ein mighty wind aus wüsten bis südwest richtung schottland.,82.0,,0.023,4.219,8.14,2.175,14.709,it blows a mighty wind from desert to south west direction of Scotland.
FmuUP-ysNRY-00:09:20.692-00:09:34.374,ungeprätung ungeprächten ungeciente ungeciente ungeciente ungeciente ungeciente ungeciente ungeciente ungeciente ungecient,411.0,,0.069,22.23,43.77,4.012,70.255,Unprepared uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncited uncit
FV4HBtRL89c-00:01:55.281-00:02:09.045,a rückwärts rückwärts rückwärts a rückwärts rückwärts a rückwärts rückwärts a rückwärts rückwärts a rückwärts rückwärts a rückwärts rückwärts a rückwärts rückwärts.,331.0,,0.057,17.619,35.139,4.045,57.034,a backward backward backward a backward backward a backward a backward a backward a backward a backward a backward a backward a backward
0ozA6CspdcQ-00:03:47.520-00:04:00.479,a bläst gelöst während eitische luftdruck von östlichen ostsee bis ostsee richtung ostsee dreißt sich zunehmend. ostsee widt sich richtung ostsee ostseeküste ostseek,389.0,,0.067,19.506,40.724,4.004,64.473,a blows loosed while ovarian air pressure from eastern eastern lake to eastern lake direction east lake increasingly drifts. east lake wides towards eastern lake east sea coast east sea
yLfw4Ickjcg-00:01:22.040-00:01:31.500,es war zwar nicht mehr ganz so kalt aber es war zustande wie heute bei lokalen wetter vereinzelt mit blitz und donner.,284.0,,0.056,14.363,30.895,3.443,48.919,it wasn't quite as cold anymore but it was like today in local weather isolated with lightning and thunder.
3JxIU16AK4E-00:12:05.440-00:12:16.919,observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable,345.0,,0.06,19.033,35.894,4.045,59.208,observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable observable
CUIp1T0qhWs-00:12:39.174-00:12:46.014,stürmisches tauwetter wurde heute im laufe der woche aufgenommen von europa von osteuropa bis europa.,164.0,,0.032,8.284,17.102,2.105,27.676,stormy thaw weather was recorded today in the course of the week from europe from eastern Europe to europe.
9sFoofToRqM-00:07:25.250-00:07:41.083,und diese entwicklung ebbt sich gerade in den nächsten tagen über a lage enorme étapes in den schritten schritten schritten in den schritten schritten in den schritten schritten in den nächsten schritten in den ,380.0,,0.065,19.406,38.789,4.075,62.528,and this development ebbs in the next few days over a position enormous étapes in the steps steps steps in the steps steps in the next steps in the
G34h0hn3T5k-00:06:39.232-00:06:51.411,und diese wechselhafte wetter sorgt auch bei uns for wechselhaftes wetter es wechselhaftes wetter wechselhaftes wetter wechselhaftes wetter wechselhaftes wetter wechselhaftes wetter wechselhaftes,293.0,,0.051,16.033,31.023,4.022,51.286,and this changeable weather also provides us for changeable weather changeable weather changeable weather changeable weather changeable weather changeable weather changeable weather changeable weather changeable
B57Q2xr4Zqs-00:00:19.519-00:00:21.739,a blé strömt von osteuropa bis atlana. ost.,67.0,,0.018,3.574,6.947,2.051,12.741,a blé flows from eastern Europe to atlana. east.
ApwxdbyKZM8-00:10:52.379-00:10:56.879,e ectives programma. то не тут. то нет ин. ин. ин. ин. ин. ин. ин. ,135.0,,0.028,7.699,13.607,4.017,25.526,e ectives programa. то не тут. то нет ин. ин. ин. ин. ин. ин. ин.
0HzztPiFelY-00:12:13.566-00:12:15.359,tiefer luftdruck.,43.0,,0.013,2.424,3.643,1.365,7.599,low air pressure.
2FvaJMgoK6Q-00:00:27.859-00:00:29.300,ea und ea und ea und ea und ea ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja,44.0,,0.014,2.395,3.747,4.025,10.336,ea and ea and ea and ea and ea ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja
0HzztPiFelY-00:08:29.382-00:08:44.440,die blühte können sich im laufe des tages verstärken und amplify diese strom von stürmischen böen aus dem osten ostsändert diese luft aber vor allem zwischen osteuropa und europa.,362.0,,0.059,19.749,40.253,4.009,64.242,the blooms can intensify in the course of the day and amplify this stream of stormy boes from the eastern east changes this air but above all between eastern Europe and Europe.
g_Gny24zEVw-00:00:21.179-00:00:22.239,es bläst ein wandband aus vielen hohen mitteleuropäischen hohen mitteleuropäischen hohen mitteleuropäischen hohen mitteleuropäischen hohen mitteleuropäischen hohen mitteleuropäischen hohen mitteleuropäischen hohen mitteleuropäischen hohen mitteleuropäischen hohen ,32.0,,0.012,3.716,2.739,3.996,10.615,high Central European high Central European high Central European high Central European high Central European high Central European high Central European high Central European high Central European high Central European high Central European high
336iG0cnp1I-00:02:37.639-00:02:46.259,die blühende jahres war aus einem jahr spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spani,259.0,,0.046,13.965,27.791,3.997,45.956,the thriving year was from a year Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain
ey3i9jNcat4-00:02:54.740-00:02:55.860,es liegt noch zwischen diesen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen ,27.0,,0.012,1.556,1.836,4.021,7.583,it still lies between these high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high
4zsgy6DmJfA-00:06:56.120-00:07:05.000,a warm and warm winter wonderland a warm and warm winter wonderland a warm and warm winter wonderland a warm and warm winter wonderland a warm and warm winter wonderland a warm and warm winter wonderland a warm and warm winter wonderland,267.0,,0.047,14.026,28.988,4.039,47.277,a warm and warm winter wonderland a warm and warm winter wonderland a warm and warm winter wonderland a warm and warm winter wonderland a warm and warm winter wonderland a warm and warm winter wonderland
BXjgMNlzXts-00:03:48.400-00:03:56.000,in den nächsten tagen steigt das blaue striped blond während es auf den bergen bei ostsee dreidpunkt des deutschen wetterdienstes rückt.,183.0,,0.033,9.914,18.646,3.409,32.163,in the next days the blue striped blond rises while it moves to the mountains at eastern lake three-point of the German weather service.
8Pgz-GaUC6M-00:00:28.570-00:00:43.877,"es wurde entworft von einem hohen luftdruck regime initiated by a high power aeronautical team das flüchtet aus hohen mittelmeer richtung ostsee richtung südost, ostsee richtung süd",368.0,,0.063,20.594,40.672,4.005,65.504,"it was designed by a high air pressure regime initiated by a high power aeronautical team that escapes from high Mediterranean direction eastern lake direction southeast, eastern lake direction south"
4CZCJPhojUc-00:01:41.433-00:02:03.790,e änder sich aber in den enlängen während e ägelt sich im laufe der epoch angesprochen. während e ägelt sich im laufe der epoch angesprochen.,537.0,,0.089,29.587,61.854,4.029,95.729,"e change, however, in the lengths during which the epoch is addressed in the course of the epoch. while the epoch is addressed in the course of the epoch."
dffsnvj482I-00:08:48.340-00:09:01.559,a warm and freundliche wetterfahrt a warm gefüllte luft a warm wäüüüüde a warm wäüüüüde a warm wäüüüüde a warm wäüüüüd hat a,397.0,,0.067,21.343,46.201,4.001,71.784,a warm and friendly weather a warm filled air a warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm warm
